"table_name","field_sequence","column_name","column_description"
"lab_mineralogy_glass_count","135","PR_Pyroxene_Petro_Count","Quantity of pyroxene mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","4","prep_code","A character string containing the Soil Survey Laboratory code used to identify the type of sample preparation."
"lab_mineralogy_glass_count","133","PU_Pyrolusite_Petro_Count","Quantity of pyrolusite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","134","PY_Pyrophyllite_Petro_Count","Quantity of pyrophyllite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","55","QC_Clay_Coated_Quartz_Petro_Count","Quantity of clay coated quartz mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","15","QG_Glass_Coated_Quartz_Glass_Count","Quantity of glass coated quartz glass grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","81","QG_Glass_Coated_Quartz_Petro_Count","Quantity of glass coated quartz mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","94","QI_Iron_Oxide_Coated_Quartz_Petro_Count","Quantity of iron oxide coated quartz mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","136","QZ_Quartz_Petro_Count","Quantity of quartz mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","137","RA_Resistant_Aggregates_Petro_Count","Quantity of resistant aggregates mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","141","RB_Riebeckite_Blue_Amphibole_Petro_Count","Quantity of riebeckit mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","139","RE_Resistant_Minerals_Petro_Count","Quantity of resistant minerals mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","195","Resistant_Minerals_Total_Mineral_Soil","Sum of the percent of all resistant minerals identified in the medium sand sized fraction using the petrographic microscope."
"lab_mineralogy_glass_count","3","result_source_key","Foreign key to the pedon or layer table depending on the result_type"
"lab_mineralogy_glass_count","140","RO_Rhodochrosite_Petro_Count","Quantity of rhodochrosite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","142","RU_Rutile_Petro_Count","Quantity of rutile mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","146","SA_Siliceous_Aggregates_Petro_Count","Quantity of siliceoud aggregates mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","184","SC_Scapolite_Petro_Count","Quantity of scapolite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","185","SE_Sepiolite_Petro_Count","Quantity of sepiolite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","148","SG_Sphalerite_Petro_Count","Quantity of sphalerite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","145","SI_Siderite_Petro_Count","Quantity of siderite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","147","SL_Sillimanite_Petro_Count","Quantity of sillimanite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","186","SM_Smectite_Petro_Count","Quantity of smectite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","150","SN_Spinel_Petro_Count","Quantity of spinel mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","152","SO_Staurolite_Petro_Count","Quantity of staurolite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","149","SP_Sphene_Petro_Count","Quantity of sphalerite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","144","SR_Sericite_Petro_Count","Quantity of sericite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","19","SS_Sponge_Spicule_Glass_Count","Quantity of sponge spicule glass grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","151","SS_Sponge_Spicule_Petro_Count","Quantity of sponge-spicule mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","153","ST_Stilbite_Petro_Count","Quantity of stilbite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","154","SU_Sulfur_Petro_Count","Quantity of sulfur mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","193","SZ_Serpentine_Petro_Count","Quantity of serpentine mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","155","TA_Talc_Petro_Count","Quantity of talc mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","187","TD_Tridymite_Petro_Count","Quantity of tridymite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","158","TE_Tremolite_Petro_Count","Quantity of tremolite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","188","TH_thenardite_Petro_Count","Quantity of thenardite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","157","TM_Tourmaline_Petro_Count","Quantity of tourmaline mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","194","Total_Grains_Counted","total_grains_counted"
"lab_mineralogy_glass_count","156","TP_Topaz_Petro_Count","Quantity of topaz mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","160","VC_Vermiculite_Chlorite_Petro_Count","Quantity of vermiculite-chlorite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","161","VH_Vermiculite_Hydrobiotite_Petro_Count","Quantity of vermiculite hydrobiotite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","163","VI_Vivianite_Petro_Count","Quantity of vivianite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","162","VM_Vermiculite_Mica_Petro_Count","Quantity of vermiculite-mica mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","159","VR_Vermiculite_Petro_Count","Quantity of vermiculite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","166","WE_Weatherable_Mineral_petro_Count","Quantity of weatherable minerals mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","164","WV_Wavellite_Petro_Count","Quantity of wavellite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","167","ZE_Zeolite_Petro_Count","Quantity of zeolite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","169","ZO_Zoisite_Petro_Count","Quantity of zoisite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","168","ZR_Zircon_Petro_Count","Quantity of zircon mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mir","8","absorbance","Analysis of specific absorption features also reveals details about the molecular structure of the sample, for example organic matter quality."
"lab_mir","9","d_wavelength_array_id","An integer number that uniquely identifies the wavelength collection from the lab_mir_wavelength domain"
"lab_mir","7","filename","The unique filename of the results file."
"lab_mir","1","id","The unique record identifier."
"lab_mir","6","lab_proj_name","A character string containing the name the project submitter has given to the project. This is to allow the project submitter to identify the project with a name not constrained by the LIMS"
"lab_mir","2","labsampnum","A unique identifier number for the pedon assigned by the laboratory. This number is used to link the morphological pedon description with the associated measured property values from the laboratory."
"lab_mir","3","layer_key","An integer number that uniquely identifies a particular layer"
"lab_mir","5","rep_num","An integer number of the replicate number, identifies the number of times the sample was analyzed."
"lab_mir","4","smp_id","An integer number that uniquely identifies a particular sample, which is used internally by the LIMS. The Sample ID is the primary key of the Sample table. The Sample is the fundamental unit of the LIMS. The Sample ID is generated by a separate application outside of LIMS."
"lab_mir_wavelength","1","d_wavelength_array_id","An integer number that uniquely identifies the wavelength collection from the lab_mir_wavelength domain"
"lab_mir_wavelength","2","description","a description of the wavelength collection"
"lab_mir_wavelength","3","wavelength_string","The list of wavelengths used for analysis of the sample"
"lab_pedon","7","cntrl_depth_to_bot","Depth to the bottom of the taxonomic particle size control section.  (Soil Taxonomy)"
"lab_pedon","6","cntrl_depth_to_top","Depth to the top of the taxonomic particle size control section. (Soil Taxonomy)"
"lab_pedon","8","fldsyb","fldsyb"
"lab_pedon","9","mapsyb","mapsyb"
"lab_pedon","3","observation_date","The date on which this particular soil was described or sampled, expressed as month, day, year -- xx/xx/xxxx."
"lab_pedon","2","pedlabsampnum","An identifier for the pedon sample that is assigned by the Kellogg Soil Survey Laboratory. This identifier is used to link the morphological pedon description with the associated measured property values from the laboratory."
"lab_pedon","1","pedon_key","An integer number that uniquely identifies a particular pedon"
"lab_pedon","5","pedon_seq_num","The consecutive number of the pedon sampled in a particular survey area in a particular year."
"lab_pedon","10","site_key","An integer number that uniquely identifies a particular site"
"lab_pedon","4","user_pedon_id","A short label to help a user identify a particular pedon."
"lab_physical_properties","77","aggregate_stability_05_2_metho","aggregate_stability_05_2 analysis method"
"lab_physical_properties","76","aggregate_stability_05_2_mm","Aggregate stability is the weight percent of 0.5mm - 2mm aggregates remaining after wet sieving."
"lab_physical_properties","70","airdry_ovendry_ratio","The ratio of air dry gravimetric percent water over oven dry (105 degrees C) gravimetric percent water. If gypsum is present, this ratio is corrected for crystal water in the gypsum."
"lab_physical_properties","71","atterberg_liquid_limit","Atterberg liquid limit is the gravimetric percent water content of the soil at a defined boundary between the liquid and plastic states. It is determined by ASTM method D 4318 and reported as percent water on a <0.4 mm base. Values less than 14 cannot be measured and are assigned a zero in the database.  The zero indicates a non-plastic soil."
"lab_physical_properties","72","atterberg_liquid_limit_method","atterberg_liquid_limit analysis method"
"lab_physical_properties","73","atterberg_plasticity_index","Atterberg plasticity index is the calculation of the liquid limit minus the plastic limit. It is defined by the ASTM D 4318 test."
"lab_physical_properties","107","bd_before_rewet_organic_method","bd_before_rewet_organic analysis method"
"lab_physical_properties","32","bd_third_bar_lt2_reconstituted","Bulk density, <2mm fraction, reconstituted, 1/3 bar is the weight per unit volume of the <2 mm fraction, with volume measured on reconstituted samples at 1/3 bar water tension. It is reported as grams per cubic centimeter on a <2 mm base."
"lab_physical_properties","109","bd_third_rewet_organic_method","bd_third_rewet_organic analysis method"
"lab_physical_properties","106","bd_thirdbar_before_rewet_organ","Bulk density, 1/3 bar rewet (organic soils) is the weight per unit volume of the <2 mm fraction, with volume being measured after samples have been equilibrated at 1/3 bar water tension, air dried, and re-equilibrated at 1/3 bar tension."
"lab_physical_properties","33","bd_thirdbar_reconstitut_method","bd_thirdbar_reconstitut analysis method"
"lab_physical_properties","108","bd_thirdbar_rewet_organic_soil","Bulk density, 1/3 bar rewet (organic soils) is the weight per unit volume of the <2 mm fraction, with volume being measured after samples have been equilibrated at 1/3 bar water tension, air dried, and re-equilibrated at 1/3 bar tension."
"lab_physical_properties","35","bulk_de_odreconstituted_method","bulk_de_odreconstituted analysis method"
"lab_physical_properties","34","bulk_den_ovendry_reconstituted","Bulk density, <2mm fraction, reconstituted, oven dry is the weight per unit volume of the <2 mm fraction, with volume measured on oven dry (105 C) reconstituted samples. It is reported as grams per cubic centimeter on a <2 mm base."
"lab_physical_properties","110","bulk_den_rewet_oven_dry","Bulk density, oven dry (105 C) is the weight per unit volume of the <2 mm fraction, with volume measured on oven dry (105 C) natural fabric (clods). It is reported as grams per cubic centimeter on a <2 mm base."
"lab_physical_properties","111","bulk_den_rewet_oven_dry_method","bulk_den_rewet_oven_dry analysis method"
"lab_physical_properties","31","bulk_density_air_dry_method","bulk_density_air_dry analysis method"
"lab_physical_properties","36","bulk_density_field_moist","bulk_density_field_moisture"
"lab_physical_properties","37","bulk_density_field_moist_methd","bulk_density_field_moist analysis method"
"lab_physical_properties","30","bulk_density_lt_2_mm_air_dry","Bulk density, <2mm fraction, air-dry is the weight per unit volume of the <2 mm fraction, with volume measured after air drying.  It is reported as grams per cubic centimeter on a <2 mm base."
"lab_physical_properties","28","bulk_density_oven_dry","The oven dry weight of the less than 2 mm soil material per unit volume of soil exclusive of the desiccation cracks, measured on a coated clod."
"lab_physical_properties","29","bulk_density_oven_dry_method","bulk_density_oven_dry analysis method"
"lab_physical_properties","24","bulk_density_tenth_bar","The oven dried weight of the less than 2 mm soil material per unit volume of soil at a water tension of one tenth bar."
"lab_physical_properties","25","bulk_density_tenth_bar_method","bulk_density_tenth_bar analysis method"
"lab_physical_properties","26","bulk_density_third_bar","The oven dry weight of the less than 2 mm soil material per unit volume of soil at a water tension of one third bar."
"lab_physical_properties","27","bulk_density_third_bar_method","bulk_density_third_bar analysis method"
"lab_physical_properties","80","cec7_clay_ratio","This ratio is calculated by CEC_NH4_pH_7/Clay. It provides an index to clay activity, and allows inferences about clay mineralogy, the contribution of clay to the exchange capacity, and solution chemistry to be made."
"lab_physical_properties","10","clay_caco3","Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a gravimetric percent of the <2 mm fraction."
"lab_physical_properties","94","clay_co3_h2o_dispersible","H2O dispersible CO3 clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particle diameter carbonates dispersed without chemical dispersants, organic matter and clay removal. It is reported on a <2 mm base."
"lab_physical_properties","9","clay_fine","Fine clay is the <0.0002 mm particle diameter soil separate. It is reported as a gravimetric percent of the <2mm fraction."
"lab_physical_properties","93","clay_fine_h2o_dispersible","H2O dispersible fine clay, <2mm (by pipette) is the gravimetric percent of <0.0002 mm diameter particles dispersed without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
"lab_physical_properties","92","clay_tot_h2o_dispersible","H2O dispersible clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particles dispersed without organic matter and salt removal, and without chemical dispersion. It is reported on a <2 mm base."
"lab_physical_properties","6","clay_total","Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a gravimetric percent of the <2 mm fraction."
"lab_physical_properties","85","clay_total_ethanol_dispersible","Ethanol and Ultrasonic probe dispersible clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particles dispersed without organic matter and salt removal, and without chemical dispersion. It is reported on a <2 mm base."
"lab_physical_properties","42","cole_whole_soil","Coefficient of Linear Extensibility as determined by SSIR51V1-3.5.4 is an expression of the volume change between the water content of the clod at 1/3- or 1/10-bar tension (33kPa or 10kPa tension) and oven dryness."
"lab_physical_properties","43","cole_whole_soil_method","cole_whole_soil analysis method"
"lab_physical_properties","104","color_pyrophosphate_extract","The Munsell color of the pyrophosphate extract of organic material provides information on the nature of the material. Light colors are associated with fibric materials, and darker colors with sapric materials."
"lab_physical_properties","105","color_pyrophosphate_method","color_pyrophosphate analysis method"
"lab_physical_properties","119","decomposition_state","Decomposition State based on soil color and %fiber rubbed"
"lab_physical_properties","81","effective_cec_to_clay_ratio","The ECEC / total clay ratio is calculated by ECEC_CEC/CLAY_TOT. It is reported on a <2 mm base."
"lab_physical_properties","115","estimated_om_plus_mineral","EOM (based on Total C) plus Mineral Content"
"lab_physical_properties","114","estimated_organic_matter","Estimated Organic Matter based on Total C"
"lab_physical_properties","116","fiber_analysis_method","fiber_analysis analysis method"
"lab_physical_properties","118","fiber_rubbed","Rubbed fiber is an approximate measure of the fibric portion of the organic matter in a sample. It is reported as a volume percent of the sample."
"lab_physical_properties","117","fiber_unrubbed","Unrubbed fiber is an approximate measure of the fibric and hemic portions of the organic matter in a sample. It is reported as a volume percent of the sample."
"lab_physical_properties","19","frag_2_20_mm_wt_pct_lt_75","The gravimetric percentage of 2 to 20 mm diameter particles is reported on a <75 mm base."
"lab_physical_properties","18","frag_2_5_mm_wt_pct_lt_75","e gravimetric percentage of 2 to 5 mm diameter particles in the <75 mm size fraction."
"lab_physical_properties","21","frag_20_75_mm_wt_pct_lt_75","The gravimetric percentage of 20 to 75 mm diameter particles reported  in the <75 mm size fraction."
"lab_physical_properties","20","frag_5_20_mm_wt_pct_lt_75","The gravimetric percentage of 5 to 20 mm diameter particles reported  in the <75 mm size fraction."
"lab_physical_properties","91","h2o_dispersible_fraction_metod","h2o_dispersible_fraction analysis method"
"lab_physical_properties","1","labsampnum","A unique identifier number for the pedon assigned by the laboratory. This number is used to link the morphological pedon description with the associated measured property values from the laboratory."
"lab_physical_properties","0","layer_key","An integer number that uniquely identifies a particular layer"
"lab_physical_properties","48","le_field_moist_to_oven_dry","Linear extensibility percent, field moist to ovendry is the percent change in a clod dimension as water content changes from oven dry to field moist water tension. It is reported as percent length change on a <2 mm base."
"lab_physical_properties","49","le_fm_to_od_method","le_fm_to_od analysis method"
"lab_physical_properties","44","le_third_fifteen_lt_2_mm","Linear extensibility percent, <2 mm, 1/3 bar/15 bar is the percent change in a clod dimension as water content changes from 15 bar to 1/3 bar water tension. It is reported as percent length change on a <2 mm base."
"lab_physical_properties","45","le_third_fifteen_lt2_method","le_third_fifteen_lt2 analysis method"
"lab_physical_properties","46","le_third_ovendry_lt_2_mm","Linear extensibility percent, <2mm, 1/3 bar/OD is the percent dimensional change of a clod as water content changes from oven dry to 1/3 bar water tension. It is reported as percent length change on a<2 mm base."
"lab_physical_properties","47","le_third_ovendry_lt_2_mm_metho","le_third_ovendry_lt_2_mm analysis method"
"lab_physical_properties","78","le_to_clay_third_bar_to_ovendr","The LEP / total clay ratio is calculated by LEP/CLAY_TOT. It is an indicator of clay mineralogy. It is reported, without units, on a <2 mm base."
"lab_physical_properties","120","limnic_material_type","Limnic material type based on soil color and %fiber rubbed"
"lab_physical_properties","113","mineral_content_loi_method","mineral_content_loi analysis method"
"lab_physical_properties","112","mineral_content_loss_on_igniti","Mineral Content, Loss on Ignition (400 degrees C)(8F1). The mineral content of the <2mm fraction is the gravimetric percent of plant ash and mineral particles that remain after ignition. It is reported on a <2 mm base."
"lab_physical_properties","40","particle_density_gt_2_mm","particle_density_gt_2_mm"
"lab_physical_properties","41","particle_density_gt_2mm_method","particle_density_gt_2mm analysis method"
"lab_physical_properties","38","particle_density_less_than_2mm","Mass per unit of volume (not including pore space) of the solid soil particle either mineral or organic.  Also known as specific gravity."
"lab_physical_properties","39","particle_density_lt_2mm_method","particle_density_lt_2mm analysis method"
"lab_physical_properties","5","particle_size_method","particle_size analysis method"
"lab_physical_properties","74","plastic_limit","The measured water content of the soil, expressed on a dry weight basis, at the change between the semisolid and plastic states."
"lab_physical_properties","75","plastic_limit_method","plastic_limit analysis method"
"lab_physical_properties","3","prep_code","A character string containing the Soil Survey Laboratory code used to identify the type of sample preparation."
"lab_physical_properties","82","psda_ethanol_dispersion_method","psda_ethanol_dispersion analysis method"
"lab_physical_properties","2","result_source_key","Foreign key to the pedon or layer table depending on the result_type"
"lab_physical_properties","16","sand_coarse","Coarse sand is the soil separate with 0.5 to 1.0 mm particle diameter. It is reported a gravimetric percent of the <2 mm fraction."
"lab_physical_properties","89","sand_coarse_ethanol_dispersibl","Ethanol and Ultrasonic probe dispersible coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles separated without chemical dispersants or the removal of organic matter and salts. It is reported on a <2 mm base."
"lab_physical_properties","102","sand_coarse_h2o_dispersible","H2O dispersible coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles of a moist sample separated without chemical dispersants or the removal of organic matter and salts . It is reported on a <2 mm base."
"lab_physical_properties","14","sand_fine","Fine sand is the soil separate with 0.10 to 0.25 mm diameter particles. It is reported as a gravimetric percent of the <2 mm fraction."
"lab_physical_properties","87","sand_fine_ethanol_dispersible","Ethanol and Ultrasonic probe disp fine sand, <2mm (by pipette) is the gravimetric percent of 0.10 to 0.25 mm diameter particles separated without the use of chemical dispersants or removal of organic matter and salts. It is reported on a <2 mm base."
"lab_physical_properties","100","sand_fine_h2o_dispersible","H2O dispersible fine sand, <2mm (by pipette) is the gravimetric percent of 0.10 to 0.25 mm diameter particles separated without the use of chemical dispersants or removal of organic matter and salts. It is reported on a <2 mm base."
"lab_physical_properties","15","sand_medium","Medium sand is the soil separate with 0.25 to 0.50 mm particle diameter. It is reported as a gravimetric percent of the <2 mm fraction."
"lab_physical_properties","88","sand_medium_ethanol_dispersibl","Ethanol and Ultrasonic probe dispersible medium sand, <2mm (by pipette) is the gravimetric percent 0.25 to 0.50 mm diameter particles separated without chemical dispersants or removal of organic matter and salts. It is reported on a <2 mm base."
"lab_physical_properties","101","sand_medium_h2o_dispersible","H2O dispersible medium sand, <2mm (by pipette) is the gravimetric percent 0.25 to 0.50 mm diameter particles of a moist sample separated without chemical dispersants or removal of organic matter and salts. It is reported on a <2 mm base."
"lab_physical_properties","8","sand_total","Mineral particles 0.05mm to 2.0mm in equivalent diameter as a weight percentage of the less than 2 mm fraction."
"lab_physical_properties","83","sand_total_ethanol_dispersible","Ethanol and Ultrasonic probe dispersible sand, <2mm (by pipette) is the gravimetric percent 0.05 to 2.0 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
"lab_physical_properties","98","sand_total_h2o_dispersible","H2O dispersible sand, <2mm (by pipette) is the gravimetric percent 0.05 to 2.0 mm diameter particles of a moist sample separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
"lab_physical_properties","103","sand_vc_h2o_dispersible","H2O dispersible very coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles of a moist sample separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
"lab_physical_properties","17","sand_very_coarse","Very coarse sand is the soil separate with 1.0 to 2.0 mm particle diameter. It is reported as a gravimetric percent of the <2 mm fraction."
"lab_physical_properties","90","sand_very_coarse_ethanol_disp","Ethanol and Ultrasonic probe dispersible very coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
"lab_physical_properties","13","sand_very_fine","Very fine sand is the soil separate with 0.05 to 0.10 mm particle diameter. It is reported as a gravimetric percent of the <2 mm fraction."
"lab_physical_properties","86","sand_very_fine_ethanol_dispers","Ethanol and Ultrasonic probe dispersible very fine sand, <2mm (by pipette) is the gravimetric percent 0.05 to 0.10 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
"lab_physical_properties","99","sand_vf_h2o_dispersible","H2O dispersible very fine sand, <2mm (by pipette) is the gravimetric percent 0.05 to 0.10 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
"lab_physical_properties","12","silt_coarse","Coarse silt is the soil separate with 0.02 to 0.05 mm particle size. It is reported as a gravimetric percent of the <2 mm fraction."
"lab_physical_properties","97","silt_coarse_h2o_dispersible","H2O dispersible coarse silt, <2mm (by pipette) is the gravimetric percent of 0.02 to 0.05 mm diameter particles of a moist sample separated without chemical dispersion, or organic matter and salt removal. It is reported on a <2 mm base."
"lab_physical_properties","11","silt_fine","Fine silt is the soil separate with 0.002 to 0.02 mm particle diameter. It is reported as a gravimetric percent of the <2 mm fraction."
"lab_physical_properties","96","silt_fine_h2o_dispersible","H2O and Ultrasonic probe dispersible fine silt, <2mm (by pipette) is the gravimetric percent 0.002 to 0.02 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
"lab_physical_properties","7","silt_total","Total silt is the soil separate with 0.002 to 0.05 mm particle size. It is reported as a gravimetric percent of the <2 mm fraction."
"lab_physical_properties","84","silt_total_ethanol_dispersible","Ethanol and Ultrasonic probe dispersible silt, <2mm (by pipette) is the gravimetric percent 0.002 to 0.05 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
"lab_physical_properties","95","silt_total_h2o_dispersible","H2O dispersible silt, <2mm (by pipette) is the gravimetric percent 0.002 to 0.05 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base."
"lab_physical_properties","4","texture_lab","An expression, based on the USDA system of particle sizes, for the relative portions of the various size groups of individual mineral grains less than 2mm equivalent diameter in a mass of soil as determined using laboratory determined percentages of soil separates."
"lab_physical_properties","22","total_frag_wt_pct_gt_2_mm_ws","The best estimate of the total horizon fragment weight, in percent, on a whole soil basis."
"lab_physical_properties","79","water_15_bar_to_clay_ratio","The ratio of 15 bar H2O percent / clay percent calculated by (W15AD or W15FM)/CLAY_TOT, reported as grams per gram, on a <2 mm base. It provides inferences about clay mineralogy and the effectiveness of dispersion in the particle size analysis."
"lab_physical_properties","51","water_retention_0_bar_method","water_retention_0_bar analysis method"
"lab_physical_properties","50","water_retention_0_bar_sieve","The volumetric content of soil water retained at a tension of 0 bars (0 kPa), expressed as a percentage of the whole soil"
"lab_physical_properties","58","water_retention_1_bar","The volumetric content of soil water retained at a tension of 1 bar (100 kPa), expressed as a percentage of the whole soil."
"lab_physical_properties","59","water_retention_1_bar_method","water_retention_1_bar analysis method"
"lab_physical_properties","54","water_retention_10th_bar","The volumetric content of soil water retained at a tension of 1/10 bar (10 kPa), expressed as a percentage of the whole soil."
"lab_physical_properties","55","water_retention_10th_bar_meth","water_retention_10th_bar analysis method"
"lab_physical_properties","66","water_retention_15_bar","The volumetric content of soil water retained at a tension of 15 bars (1500 kPa), expressed as a percentage of the whole soil."
"lab_physical_properties","67","water_retention_15_bar_method","water_retention_15_bar analysis method"
"lab_physical_properties","60","water_retention_2_bar","The volumetric content of soil water retained at a tension of 2 bars (200 kPa), expressed as a percentage of the whole soil."
"lab_physical_properties","61","water_retention_2_bar_method","water_retention_2_bar analysis method"
"lab_physical_properties","63","water_retention_3_bar_method","water_retention_3_bar analysis method"
"lab_physical_properties","62","water_retention_3_bar_sieve","Three bar water, <2mm fraction is the gravimetric percent water held by <2 mm samples equilibrated at three bar water tension. It is reported on a <2 mm base."
"lab_physical_properties","65","water_retention_5_bar_method","water_retention_5_bar analysis method"
"lab_physical_properties","64","water_retention_5_bar_sieve","Five bar water, <2mm fraction is the gravimetric percent water held by <2 mm samples equilibrated at five bar water tension. It is reported on a <2 mm base."
"lab_physical_properties","53","water_retention_6_hund_method","water_retention_6_hund analysis method"
"lab_physical_properties","52","water_retention_6_hundredths","The volumetric content of soil water retained at a tension of .06 bar (6 kPa), expressed as a percentage of the whole soil."
"lab_physical_properties","68","water_retention_field_state","The volumetric content of soil water retained at field state moisture content, expressed as a percentage of the whole soil."
